_key,username,location,postcount,likes,post,gender,identity,marriage,region,risk_appetite,education,revenue,deposit,debt,intended_products,label
31,1a0,Brisbane,2977,16974,"['@奥古斯托波米姆5奥古斯托博士，我为你祈祷，我将继续寻求联系。我们需要团结一致。如果您向我发送直接留言，我们可以将计划组合在一起。', '@奥古斯托波米姆5我为你和你的家人祈祷，也为上帝在澳大利亚通过你做的工作。我们亲爱的，我们在一起。当您的计划允许时，我想与您进行对话。发送直接留言以交换联系人。', '@奥古斯托波米姆5你好！我很乐意与你取得联系！如果可以，请发送直接留言 - 我无法为您发送一个（我想象它是一些隐私选项）。', '@奥古斯托波米姆5你好，奥古斯托！我们在父亲的军队中融入了！我和我的家人住在布里斯班，我与几个正在看到正在发生的事情的基督徒。我们的上帝正在做好事。我想和你谈谈和祈祷。私下回答，如果可以。', '@ pdog119 @mattwalshblog如果你告诉任何人，他们穿着女人的衣服，他们会在一秒钟内杀了你。你刚刚证明了坎普拉斯的观点。👏👏', '@Tainon对不起，Tai，但你的Tuíte是误导的：Leandro Rushel并不说询问另一方将是审查。重读你的tuíte，leandro没有说。', '@gilmarmendes挂在哥哥，如果他想做一个政治，他的露台就可以参加选举。', '@terrakio @porteliza @terrakio @pedrohtex @gustavolonghin @dronghin @ eddy1822 @ecrylo', '你在开玩笑吗 ？？？我在澳大利亚，Twitter正在阻止我访问Allan的个人资料？@twitter，这是什么？巴西的司法秩序在这里有管辖权???或者你是真相的业主决定我能读什么？CO / E2ILRZR300.', '@ludmilagilo @ifood @pedrohtex.', '@btp @stopcomply @terrakio.']",,,,,,,,,,,
32,bdf,"California, USA",2875,7956,"['每年我的生活我的1号。\n\n＃spotifywrapped2021@thebeatlesCO /Z99XyWlKvo', '@John_kapral这是一个很棒的新闻，约翰！祝你早日康复，一切顺利。', '@karaszewski这是惊人的新闻！恭喜，拉里。', '@nikkimeagher @jessdebolt @kell @jantonakis @missinterested @ briananicolem @beyterrisha @oliviakdelrio @numilala @teagright @its_emb @felice❤️❤️❤️❤️❤️❤️❤️', '@jenp @ramsnfl @kdemoff @katkfred @joannalarams @jpr_griffiths @ lexijo8 @anthonynoto所有的爱，jen。感谢您的指导和指导，而不是对我而言，但对我们所有人来说。我们是一个更好的地方，因为你给了惊人的能量。我们都为你生根！', '忽略批评者。\n\n@theeternals是一个杰作。\n\n这是电影和美丽的。\n\n铸件是完美的。\n\n故事正在触摸，它不可预测。\n\n谢谢@disneystudios让勇气给Chloe Zhao的纬度，她需要制作MCU电影。', '@teagbright @its_emb @gedco / oa1s8ihokx', '猜猜谁在庆祝她的第一个TwitterVersay？除了令人惊叹的蒂芙尼明亮!!!祝贺一年，@teagbright！co / gr7frl7cnn.', 'Bravo，@disneystudios！坚定不移地反对审查。co / udwldbo81r.', '@Witherspoon❤️祝贺，allyson！', '@xericaelizabeth它很漂亮！']",,,,,,,,,,,
33,e36,,2,1,"['在BB粗体上测试Twitter', '布防']",,,,,,,,,,,
34,7FE,,4318,1560,"['！祝贺，CO / E43TVUSZSJ', '恭喜！CO / N33IYPVBSF', 'MARCELO EBRARD宣布200攀登和110入口墨西哥外部服务条目重点新闻CO / ZC4DSZXUBF', 'co / rd5r0etebr.', 'FINTECH部门有助于性别平等：IMMUJERES |重点新闻CO / TE67118SAJ', '教会在当局没有找到支持移民：JoséGuadalupe托雷斯|重点新闻CO / UALFGQPVKE', '经过高级别的安全对话，墨西哥和欧盟已知联盟双方的了解|重点新闻CO / E5B8XNSUDB', '联邦资源将为国家摩尔人出来：亚当奥古斯托·洛维斯|重点新闻CO / 8JKGPUDSDA', '古巴，马拉多纳的不可原谅的性角|重点新闻CO / MT69SS0DVH', '墨西哥州的国家与Arturo Medina Vela道歉重点新闻CO / F3HZ6KEKII', '有利于妇女和生活的伟大国家协议，不同的组织提议|重点新闻CO / TY34X99CD']",,,,,,,,,,,
35,5aa,,2,0,"['在家里', '没有什么在做什么']",,,,,,,,,,,
36,F0B,,108,19,"['CO / OX7S4RIQPI.', '祝贺，菲律宾小姐，@Piawurtzbach！CO / A7RIL7PTNE.', '特朗普说，海蒂不再是10. CO / YQN7ZFAXFV', ""'2015 Miss USA Pageant'Tops Nielsen的Twitter电视评级为7月6日至12日Co / NSVifiW5WOWOW6"", '美国小姐昨晚播出，没有人关心@eonline', '新的@missusa是#missoklahomausa祝贺!!!@malupascual co / wqvubvou0g', '@Missusa 2015女孩在自由泻湖拥有一个泳池派对。@malupass万', '@malupascual是的！', 'Fil-Am Miss Arizona对特朗普的抗墨西哥言论作出反应@Malupassual', '你准备好了@malupassual吗？CO / ZBCYLOJLFC', '墨西哥小姐加冕2010年宇宙宇宙小姐。恭喜！']",,,,,,,,,,,
37,da6,,1333,1,"['@sdobry而不是伤害了什么！', '@mahaivanova和Ambrusura，Morgenstern宁愿去Krasovsky', '@sdobry @t_felg seryozha！你和我们在一起做什么。好吧，不可能如此诙谐！', '@sdobry您无法查看此推文，因为此帐户所有者限制谁可以查看其推文', '@ChunkyReader嗨Michael，我刚刚在iPad上安装了Chunky并去了Pro，但找不到在同一个iPad上将它连接到我的Dropbox的方法。你能帮我或有常见问题吗？对不起这个菜鸟问题！', '@ChunkyReader嗨Michael，我刚刚在iPad上安装了Chunky并去了Pro，但找不到在同一个iPad上将它连接到我的Dropbox的方法。你能帮我或有常见问题吗？对不起这个菜鸟问题！', '@petr_mamonov很快就会直观！', '@sdobry和列表本身在哪里？', '@sdobry你几乎是默认数字！', '@sdobry现在从Gling提取物中放置，您需要发送千克10', '@sdobry系列，好吧，你不能这么诙谐，你在做什么！']",,,,,,,,,,,
38,134,,1,0,['Videokeman Co / CPLV8AL'],,,,,,,,,,,
39,894,osaka,11768,40082,"[""@ebimifyi！！\n博物馆（';ω;`）牛排\nEbichan也是一个捣乱的Halahara\n\n对于克服出来的儿子\n漂亮的圣诞节应该等待\n圣诞老人 -  San应该带一个破折号？\n🎄🏠🦌💨🎅💨🤶💨🎁💨"", '我是通过选择电动自行车困扰\n\n我只尝试了这两个单位中的两个，但我很惊讶地与松下和雅马哈一起移动的方式！26英寸的胆量没有放置任何地方😇😇😇ララララ🤔🤔\n\nBridgestone的Bickke尚未能够尝试它，Blanca来到Mind😂Co/ Wayga6op5G', ""@Maho_oka非常感谢你（';ω;`）👏👏👏👏👏👏👏👏👏👏"", '“耐心燃烧着儿子的丈夫”\n\n一个翼的天使和bomaye\n我只是在此之前。\n（顺便说一下，👶是Nico Nico）\n\n＃11个月＃儿童看护？＃6个月提高CO / GLUYOK9LWL', '@ebimifyi！！！一个月！！！\nebichan，谢谢😭😭看！！', '前几天，我有一个巧克力，我很高兴很长一段时间\n关西活动或最近\n\n这是第一次，美味🤤💕co / nzpyx0z2sr', '@ igu_11_ana炸丸子美味，鸡teriyaki也是', '它仍然很感激，因为我没有看到它，因为我买了一张专辑！！\n马铃薯探险队的山羊（？）是可爱的，我喜欢它，但我不能推出专辑', '@ume_caramel_ume我出生时的3倍的重量\n由于我没有被攻击，因为我被储存在有两倍的门廊上，所以我没有攻击。\n\n我看不到yoko ariue caramel先生我想再次见到你。', '@ goooach 1！祝贺㊗㊗👏\n衣堂的米饭总是美味和嫉妒', '@oppojapan睡眠监测非常好，我很担心！您是否有计划在未来回复谷歌？']",,,,,,,,,,,
40,223,,1,4518,['大欺骗！'],,,,,,,,,,,
41,130,,1115,2311,"['Poi full.', '如果你抬头抬起并梦想你要摆脱早晨的堂宁，你会看到它，我会在牙龈看到它，我会醒来醒来在那里，我要去醒来醒来并醒来。如果我现在在一个无限的循环中，我早上到了巴基巴西宇。这也是梦吗？', '生的！没有！CO / KIHNJOLSJQ.', '原油。', '你为什么每天每天都住在一起，然后睡觉？什么乐趣？太可怕了！妈妈！', '你是怎么做到的？什么样的生物是如此的创造性？开始时应该没有人。我无法睡得太可怕。妈妈！', '有些东西只是一个很好。', '@suzukitripy这样的琐事是平静的\nShishiki！！🤤', '有人的舌头。CO / P5XSS1WKCQ.', '我最近对某事感到兴奋\n我是戈罗里。', '我想在20多岁的时候去牧场']",,,,,,,,,,,
42,049,,38,2,"['紧急。泰国政府正在利用武器反对和平抗议者，这些抗议者只有赤手道。证明是... co / lmyx62ssna', '紧急。泰国政府正在利用武器反对和平抗议者，这些抗议者只有赤手道。证明是... co / extjhtiwfw', '非常糟糕，政府欺负人民采取最糟糕的射击武器#prayforthailand', '然后你会听到土地的声音“强盗政府出去”“政府劫匪出去”“劫匪的政府出去了。”我们不再接受政府。', '那一天不必生病。自我惩罚因为他给予了国家的发展，保护泰国人，但没有创造他们的利益＃赦免', '很快整个地球，他会说他已经达到了佩戴民主羊毛的狐狸。并说它已经足够了＃大赦', '如果没有，它证明了这一点政府是劫匪。政府主任小偷规则不值得泰国人民的政府＃赦免', '要求政府出来那些使用暴力的人阻止法律的不法行为＃赦免', '对政府的需求表明，派遣军警检查体育场的纯洁。看看它有武器吗？＃大赦', '如果这是和正义在哪里？＃大赦', '用各种形式的敌人制作两个标准。与劫匪向农场做耳朵到娜塔一只眼睛闭合＃赦免']",,,,,,,,,,,
43,6dd,"Colorado, USA",1,0,['我活着！'],,,,,,,,,,,
44,AB3,,2,0,"['帮助\nA.B.', '关注Amazondeals.\nA.B.']",,,,,,,,,,,
45,b64,,98,52,"['SMH文章（是的，也摇头）没有费力比较流感V受伤声称... CO / ZQYGLYI5F5', 'Jack＆amp; Co考虑了这种误导性。因为它告诉我们一些杰克和他的老化朋友乔不想要*你*听到。设想！尝试找到一个标有同样的单个扁平地球推文。奇怪，呃？CO / XUHR6ARSKW', '@citynewscalgary这不是他的错，@ 660Joshritchie只是做他的刺戳，弥补了让人们恐惧的事实。', ""更无用的锁定来临，THX到Eua'd基因治疗。他们告诉我们UNVACC'd的人是危险的COZ，他们传播了导致Vacc'd PPL生病的病毒＆amp;死亡。看起来Vacc'd PPL可能是普罗斯人自己。哎呀。CO / FEQHLUOBY"", '考虑一下，他的每一个单词杭政府以及数百万人...... CO / JMZR01M5H', '那么，这有助于澄清事物，不是吗？（HT / NOQREPORT）CO / A8Q4411T7C', '我的舒适饮料：中等@Timhortons双人床。CO / 4VUP6FQEMK.', '做', '@Timhortons刚刚通过第一个员工告诉这个免费优惠券意味着买一个免费。实际上没有自由。#timhortonscrooge #falseadvertisement co / spjftqog0i', '@Rogershelps今天仍然没有修复：\n{“代码”：“503”，“状态”：“ServicesNotavailable”，“消息”：“常规履行错误”}', '@Rogershelps GameCenter无法再次工作30秒，然后继续获得503个“ServicesNotavailable”和“普通履行错误”']",,,,,,,,,,,
46,2fa,Wolfsburg,800,5289,"['@fokusclangg graphite😍🐺💚', '@fanzone_media moin，谢谢你的提示，但我已经提供了卡;-)', '@ Timox08 @Mrneverg1veub几乎没有你去沃尔夫斯堡，你回来了，还是什么？😜', '@itoldmy黑色吐司😎😅', '@Paetson已经有怜悯，至少有一个Bache会为我祝福。但是我们这样做就像在最后的CL季节到vf🤔🙌', '@ cabmann22 co / o3tjooglwe', '@ prussen05不必要🤦🏻♂️', '@ mooba @fabiennexiii我想看看你@mouba♥', '@ fokusclangg非常酷，但纳尔多拜托，请在@vfl_wolfsburg jersey😜', '@kickover1 saglik和zaccardo在米兰的哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇', '@ITSRIAAD快速回来，腿，RIAD !!✊']",,,,,,,,,,,
47,f2e,,1,0,['这里归 @kejunz 所有 ;-)'],,,,,,,,,,,
48,560,,1,0,['它真可爱。ㅠㅠㅠco / h8blfr3'],,,,,,,,,,,
49,577,,1,0,['44.好他妈的上帝。'],,,,,,,,,,,
50,1bc,Palm Beach,367,12597,"['@Lizzieohreally儿童的狭缝', '@accountablegop @realpnavarro co / 2lmbpoo3i0', '@accountablegop @realpnavarro在20秒钟内注意手信号', '@emptywheel你应该用少数困境收获它们，躲在树后面，把它们扔到你的兄弟身上。', '@mollyjongfast又名每个青少年电影中的坏人。', '@morninggloria是真的，但你仍然可以重新编程芯片，以便他说40种语言。', '@ ugadawg1978 @ evarebeca5我已知他们正在写作检查，我可能会更快地完成它', '@lizziehreally penpal在哪里？和松果？', '@pagesix有没有留在她身上的零件是真实的？', '@nypost他应该变得更快的碎纸机', '他们越难\n星期六晚狂欢\n火星跋涉']",,,,,,,,,,,
51,cbd,,413,675,"['@Machinaut哀悼鸽子也用翅膀发出噪音！没有这只鸟，但如果你想见证它，你将在CA中找到一个哀悼的鸽子', '@zaccharybird它对于Horchata来说是可爱的（在谷歌之后，它看起来有很多种类，但我指的是墨西哥/美国版的肉桂和米牛奶）', '@oatmeal这令人惊讶的是激励', '@ jachiam0你之前听过了一个人的论点，你的思绪改变了吗？为什么你也不能成为争论的人？我发现倒下的来回参数最适合这一点。', '@Chorye这是替补工具很明显！', '@irenesolaiman荣幸地与你合作@irenesolaiman！很高兴看到在今年在神经潜水潮上显示所有有影响力的工作💥', '@marimbatalk spiderdog.', '另一块Catpuccino，请（谢谢@COURYE在CO / W0MSIN4UFR', '@Jachiam0 CVS和Walgreens是我用于PCR CO / AXDLJO4GYD的方法', '@lalasoo他认为单克隆抗体？它应该持续90天左右。我听到被动免疫可以就像有效。', '您可以在Co / Rthtqx3x68获得此（绝对不是狗帐篷）']",,,,,,,,,,,
